Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Categoría (product.metafields.custom.contexto),Bundle Discount Rate (product.metafields.c_f.bundle_discount_rate),Dimensiones (product.metafields.c_f.dimensions),Grouped Sub Product (product.metafields.c_f.grouped_sub_product),Material (product.metafields.c_f.material),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Tamaño de accesorio (product.metafields.shopify.accessory-size),Grupo de edad (product.metafields.shopify.age-group),Tipo de joyería corporal (product.metafields.shopify.body-jewelry-type),Diseño de la pulsera (product.metafields.shopify.bracelet-design),Tipo de eslabón de cadena (product.metafields.shopify.chain-link-type),Color (product.metafields.shopify.color-pattern),Diseño de aretes (product.metafields.shopify.earring-design),Color del instrumento (product.metafields.shopify.instrument-color),Material de joyería (product.metafields.shopify.jewelry-material),Tipo de joyería (product.metafields.shopify.jewelry-type),Material (product.metafields.shopify.material),Diseño de collar (product.metafields.shopify.necklace-design),Diseño de anillo (product.metafields.shopify.ring-design),Tamaño del anillo (product.metafields.shopify.ring-size),Sexo objetivo (product.metafields.shopify.target-gender),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Included / United States,Price / United States,Compare At Price / United States,Status
piercing-turn,Piercing Turn,"<p>El <strong>Piercing Turn</strong> es una argolla de diseño de giro con textura tipo cuerda, creando un contraste visual y táctil. Este detalle aporta carácter sin perder la elegancia, convirtiéndolo en una pieza ideal para quienes buscan algo sutil, pero con personalidad.<br>Su forma cerrada y su acabado uniforme lo hacen cómodo para el uso diario en zonas como el lóbulo, el hélix o el septum.</p>
<p>Fabricado <strong>en acero quirúrgico</strong>, es <strong>hipoalergénico</strong>, <strong>resistente al agua</strong> y pulido a mano para lograr un acabado impecable.<strong><br></strong></p>
<p><strong>*Este piercing se vende por unidad. Si deseas un par, añade dos al carrito.</strong></p>
<p> </p>",Blunua,Ropa y accesorios > Joyería > Joyas para piercings,Piercings,"brillo magico, Dorado, for her, Negro, para ella, Piercing Her, Piercings, Plateado, Regalos100W",TRUE,Color,Dorado,,,,,,,,PI007DOXXW,0,shopify,deny,manual,68000,,TRUE,TRUE,,,,,PI007DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI007XXPLXXW-Dorado-Plateado-Negro-Piercing-Turn-Ls-1.jpg?v=1758730889,1,,FALSE,Piercing Turn | Acero Quirúrgico Con textura trenzada y estilo sutil,"El Piercing Turn Blunua en acero quirúrgico, diseño segmentado con textura trenzada. Hipoalergénico, resistente al agua, pulido a mano y cómodo para uso diario.",,,,,,,,,,,,mujer,,"  <p><ul>
    <li><strong>Grosor</strong>: 1 mm</li>
    <li><strong>Diámetro Interno</strong>: 8 mm </li>
    <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,,,,,dorado; negro; plateado,,,acero-inoxidable; stainless-steel,joyeria-fina; fine-jewelry,,,,,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI007DOXXW-Dorado-Piercing-Turn-Uso-3.jpg?v=1758741161,g,,,TRUE,,,TRUE,,,active
piercing-turn,,,,,,,,,Negro,,,,,,,,PI007NEXXW,0,shopify,deny,manual,68000,,TRUE,TRUE,,,,,PI007NEXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI008DOXXW_DO_Piercing_Turn_Mini_LS_2_9bc41197-d174-4b61-a126-bff16c4453ea.jpg?v=1758731301,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI007XXNEXXW-Negro-Piercing-Turn-Ls-1.jpg?v=1758740787,g,,,,,,,,,
piercing-turn,,,,,,,,,Plateado,,,,,,,,PI007PLXXW,0,shopify,deny,manual,68000,,TRUE,TRUE,,,,,PI007PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI007DOXXW-Dorado-Piercing-Turn-Uso-3.jpg?v=1758741161,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI007PLXXW-Plateado-Piercing-Turn-Uso-3.jpg?v=1758740787,g,,,,,,,,,
piercing-turn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI007XXNEXXW-Negro-Piercing-Turn-Ls-1.jpg?v=1758740787,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-turn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI007NEXXW-Negro-Piercing-Turn-Uso-1.jpg?v=1758740787,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-turn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI007PLXXW-Plateado-Piercing-Turn-Uso-3.jpg?v=1758740787,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-turn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI007PLXXW-plateado-piercing-turn-uso-2_bf46c8f9-c2fd-479b-8237-e6654db0039b.jpg?v=1758740787,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-turn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_27aa4da3-528c-41c6-8972-009123dd304c.jpg?v=1776708816,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-round-o,Piercing Round-O,"<p>El <strong>Piercing Round-O</strong> es <!--StartFragment -->perfecto para quienes aman los detalles sutiles, pero con carácter. Su diseño combina una superficie lisa con una sección de cuentas redondeadas que le dan textura y un toque decorativo único.</p>
<p>Gracias a su forma cerrada y cómoda, se adapta fácilmente al <strong>nostril</strong>, <strong>tragus</strong>, <strong>hélix</strong> o incluso la <strong>ceja</strong>, acompañando tu estilo sin robar protagonismo.</p>
<p>Fabricado en acero quirúrgico, es hipoalergénico, resistente al agua y pulido a mano para lograr un acabado impecable.</p>
<p><strong>*Este piercing se vende por unidad. Si deseas un par, añade dos al carrito.</strong></p>",Blunua,Ropa y accesorios > Joyería > Joyas para piercings,Piercings,"Dorado, Magia, Negro, Piercing Her, Piercings, Plateado, Regalos100W",FALSE,Color,Plateado,,,,,,,,PI006PLXXW,0,shopify,deny,manual,72000,,TRUE,TRUE,,,,,PI006PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI006PLXXW-plateado-Piercing-Round-o-ls-1.jpg?v=1757537214,1,,FALSE,Piercing Round-O  | Acero Quirúrgico Con textura de cuentas versátil,"El Piercing Round-O Blunua en acero quirúrgico, con textura de cuentas. Hipoalergénico, resistente al agua, pulido a mano y cómodo en nostril, hélix o ceja.",,,,,,,,,,,,mujer,,"  <p><ul>
    <li><strong>Grosor</strong>: 1 mm</li>
    <li><strong>Diámetro Interno</strong>: 8 mm </li>
    <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,,,,,dorado; plateado; gold; silver,,,acero-inoxidable; stainless-steel; metal,joyeria-fina; fine-jewelry,,,,,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI006PLXXW-plateado-Piercing-Round-o-ls-1.jpg?v=1757537214,g,,,TRUE,,,TRUE,,,draft
piercing-round-o,,,,,,,,,Dorado,,,,,,,,PI006DOXXW,0,shopify,deny,manual,72000,,TRUE,TRUE,,,,,PI006DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI006PLXXW-plateado-Piercing-Round-o-uso-1.jpg?v=1757537214,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI006DOXXW-dorado-piercing-Round-O.jpg?v=1757537214,g,,,,,,,,,
piercing-round-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI006DOXXW-dorado-piercing-Round-O.jpg?v=1757537214,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-round-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI006DOXXW-Dorado-Piercing-Round-o-uso-1.jpg?v=1757537214,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-round-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_27aa4da3-528c-41c6-8972-009123dd304c.jpg?v=1776708816,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earcuff-maxi,Earcuff Maxi,"<p>El<strong> Earcuff Maxi</strong> es una pieza audaz y contemporánea que envuelve la oreja con carácter y estilo. Su diseño de aro amplio y pulido transmite fuerza y sofisticación, convirtiéndose en un accesorio protagonista que realza cualquier look.</p>
<p>Fabricado en acero quirúrgico hipoalergénico, es resistente al agua y cómodo para uso diario. Versátil y moderno, se adapta tanto a combinaciones minimalistas como a outfits más atrevidos, aportando presencia y autenticidad.<strong></strong><strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes Earcuff,"Aretes, Dorado, Earcuff, Earcuff Her, Magia, Negro, Plateado, Regalos100W",TRUE,Color,Dorado,,,,,,,,EC018DOXXW,0,shopify,deny,manual,72000,,TRUE,TRUE,,,,,EC018DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC018DOXXW-dorado-Earcuff-maxi-uso-2_3b373ddd-0f47-4774-b26b-fbbe11ce8193.jpg?v=1769117949,1,,FALSE,"Earcuff Maxi | Acero Quirúrgico amplio, audaz, moderno y resistente ","El Earcuff Maxi de Blunua en acero quirúrgico: aro amplio y pulido, hipoalergénico y resistente al agua. Audaz, moderno y cómodo para destacar con estilo.",,,,,,,,,,,,mujer,,"  <p><ul>
   <li><strong>Grosor:</strong> 5 mm</li>
   <li><strong>Diámetro Interno:</strong> 1 cm</li>
   <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,,,,dorado; negro; plateado,aro; ear-cuff,,acero-inoxidable; stainless-steel,joyeria-fina; fine-jewelry,acero-inoxidable,,,,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC018DOXXW-dorado-Earcuff-maxi-uso_de5e4696-e770-440e-ba1d-a5df89ba57af.jpg?v=1769117949,g,,,TRUE,,,TRUE,,,active
earcuff-maxi,,,,,,,,,Negro,,,,,,,,EC018NEXXW,0,shopify,deny,manual,72000,,TRUE,TRUE,,,,,EC018NEXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC018DOXXW-dorado-Earcuff_maxi-LS.2.jpg?v=1769117949,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC018NEXXW-negro-Earcuff-Maxi-uso.jpg?v=1769117949,g,,,,,,,,,
earcuff-maxi,,,,,,,,,Plateado,,,,,,,,EC018PLXXW,0,shopify,deny,manual,72000,,TRUE,TRUE,,,,,EC018PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC018DOXXW-dorado-Earcuff-maxi-uso_de5e4696-e770-440e-ba1d-a5df89ba57af.jpg?v=1769117949,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/ECO18PLXXW-plateado-Earcuff-Maxi-uso.jpg?v=1769117949,g,,,,,,,,,
earcuff-maxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC018DOXXW-Earcuff_maxi-LS.jpg?v=1769117949,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earcuff-maxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC018NEXXW-negro-Earcuff-Maxi-uso.jpg?v=1769117949,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earcuff-maxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/ECO18PLXXW-plateado-Earcuff-Maxi-uso.jpg?v=1769117949,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earcuff-maxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC018DOXXW-Earcuff_maxi-LS.2.jpg?v=1756434875,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earcuff-maxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_27aa4da3-528c-41c6-8972-009123dd304c.jpg?v=1776708816,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earcuff-round-o,Earcuff Round-O,"<p data-end=""492"" data-start=""247"">El <strong data-end=""269"" data-start=""250"">Earcuff Round-o</strong> está diseñado con pequeñas esferas alineadas que crean una textura delicada y moderna alrededor de la oreja. Su forma curva se adapta con suavidad, aportando dimensión y un toque contemporáneo sin necesidad de perforación.</p>
<p data-end=""701"" data-start=""494"">Es una pieza ligera, versátil y fácil de combinar. Funciona perfecto en composiciones con candongas, topitos o earcuffs lisos, pero también luce increíble por sí solo si buscas un acento discreto y elegante.</p>
<p data-end=""988"" data-start=""831"">Elaborado en <strong data-end=""879"" data-start=""844"">acero quirúrgico hipoalergénico</strong>, resistente al agua y pulido a mano, está hecho para acompañarte todos los días con comodidad y durabilidad.<strong></strong></p>
<p data-end=""1012"" data-start=""990""><strong><em data-end=""1012"" data-start=""990"">Se vende por unidad.  </em></strong></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes Earcuff,"Aretes Earcuff, Dorado, Earcuff, Earcuff Her, for her, Magia, para ella, Regalos100W",TRUE,Color,Dorado,,,,,,,,EC017DOXXW,0,shopify,deny,manual,79000,,TRUE,TRUE,,,,,EC017DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC017DOXXW-Dorado-Earcuff-Earcuff-Round-O-Uso-4.jpg?v=1762459000,1,,FALSE,Earcuff Round-O | Acero Quirúrgico Texturizado Sin Perforación,"El Earcuff Round-o de Blunua en acero quirúrgico hipoalergénico. Diseño de esferas moderno, sin perforación, resistente al agua y perfecto para combinar a diario.",,,,,,,,,,,,mujer,,"<ul>
<li><strong>Diámetro Interno:</strong> 8 mm</li>
<li><strong>Grosor:</strong> 3 mm </li>
</ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,,,,dorado,ear-cuff,,acero-inoxidable; stainless-steel; dorado,joyeria-fina; fine-jewelry,acero-inoxidable,,,,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC017DOXXW-Dorado-Earcuff-Earcuff-Round-O-Uso-4.jpg?v=1762459000,g,,,TRUE,,,TRUE,,,active
earcuff-round-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC017DOXXW-dorado-Earcuff-Round-Ouso.jpg?v=1762459000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earcuff-round-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC017DOXXW-Dorado-Earcuff-Earcuff-Round-O-Uso-5.jpg?v=1762459097,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earcuff-round-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/EC017DOXXW-dorado-Earcuff-Round-O-uso.jpg?v=1762459097,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earcuff-round-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_27aa4da3-528c-41c6-8972-009123dd304c.jpg?v=1776708816,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-swing-mini,Candongas Swing Mini,"<p>Las <strong>Candongas Swing Mini</strong> son pequeñas en acabado pulido brillante que refleja la luz con elegancia. Su diseño compacto y versátil transmite dinamismo, frescura y estilo cotidiano: como un gesto visual que se mueve contigo sin perder discreción. Son perfectas para quienes buscan una joya liviana, funcional y siempre vigente.<br></p>
<p>Fabricadas <strong>en acero quirúrgico hipoalergénico</strong>, son <strong>resistentes al agua</strong> y pensadas para mujeres que valoran la comodidad, el brillo sutil y la autenticidad. <br></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes Candongas,"Arete Candongas Her, Aretes, Candongas, Dorado, for her, Magia, Negro, para ella, Plateado, Regalo, Regalos100W",TRUE,Color,Plateado,,,,,,,,CA064PLXXW,0,shopify,deny,manual,82000,,TRUE,TRUE,,,,,CA064PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA033PLXXW_PL_Candongas_Swing_Ls_9886b535-e0f3-490b-a9e2-338a466e3b5d.jpg?v=1758139233,1,,FALSE,"Candongas Swing Mini | Acero quirúrgico, Minimalistas, Versátil, Pequeñas","Las Candongas Swing Mini de Blunua: pequeñas en acero quirúrgico. Livianas, Minimalistas, resistentes al agua. Hipoalergénicas y fáciles de combinar. Para uso diario.",,,,,,,,,,,,mujer,,"<ul>
<li><strong>Diámetro Interno</strong>: 8 mm</li>
<li><strong>Diámetro Externo</strong>: 12 mm</li>
<li><strong>Ancho</strong>: 4 mm aprox.</li>
</ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,2,,adultos; adults,,,,plateado; dorado; negro,caida; stud,,stainless-steel; acero-inoxidable,fine-jewelry; joyeria-fina,acero-inoxidable,,,,femenino; female,,candongas-swing; anillo-simetria; candongas-simetria; earcuff-simetria,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA033PLXXW_PL_Candongas_Swing_Ls_9886b535-e0f3-490b-a9e2-338a466e3b5d.jpg?v=1758139233,g,,,TRUE,,,TRUE,,,active
candongas-swing-mini,,,,,,,,,Negro,,,,,,,,CA064NEXXW,0,shopify,deny,manual,82000,,TRUE,TRUE,,,,,CA064NEXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA064PLXXW-plateado-candongas-swing-mini-uso-1.jpg?v=1765459124,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA033NEXXW_NE_Candongas_Swing_Ls_d667848c-9430-4cfc-8096-a270a1aac688.jpg?v=1770912771,g,,,,,,,,,
candongas-swing-mini,,,,,,,,,Dorado,,,,,,,,CA064DOXXW,0,shopify,deny,manual,82000,,TRUE,TRUE,,,,,CA064DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA064PLXXW_PL_Candongas_Swing_Mini_USO_3.jpg?v=1765459124,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA064DOXXW-dorado-Candongas-Swing-mini-uso-2_d843badb-3c2c-4feb-8169-fb50d91191ae.jpg?v=1770912771,g,,,,,,,,,
candongas-swing-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA033NEXXW_NE_Candongas_Swing_Ls_d667848c-9430-4cfc-8096-a270a1aac688.jpg?v=1770912771,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-swing-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA064NEXXW-negro-candongas-swing-mini-uso-2.jpg?v=1770912771,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-swing-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA064DOXXW-dorado-Candongas-Swing-mini-uso-2_d843badb-3c2c-4feb-8169-fb50d91191ae.jpg?v=1770912771,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-swing-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA064DOXXW-dorado-Candongas-Swing-mini-ls-2.jpg?v=1770912771,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-swing-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA064DOXXW-dorado-Candongas-Swing-mini_LS.jpg?v=1770912771,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-swing-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA064DOXXW-dorado-Candongas-Swing-mini-uso_144930e8-e02b-4916-8a97-b4e5a357c3e2.jpg?v=1770912771,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-swing-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/cajita_metalica_2025.jpg?v=1776697481,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-point,Candongas Point,"<p>Los<strong> Aretes Point</strong> destacan por su silueta lineal y pulida que aporta un aire moderno y sofisticado. Su diseño minimalista abraza el lóbulo con discreción y firmeza, convirtiéndose en un detalle versátil que combina lo clásico con lo contemporáneo. El acabado brillante refleja luz con elegancia, ideal para uso diario o para elevar un look con sutileza.</p>
<p>Fabricados en acero quirúrgico hipoalergénico y resistentes al agua, ofrecen seguridad, comodidad y durabilidad en cada movimiento.</p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes Candongas,"Arete Candongas Her, Aretes, Aretes Candongas, Candongas, Dorado, for her, Magia, para ella, Plateado, Regalos100W",TRUE,Color,Dorado,,,,,,,,AR029DOXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AR029DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR029DOXXW-dorado-aretes-Point-uso.jpg?v=1761858253,1,,FALSE,"Candongas Point | Diseño lineal, pulidos, hipoalergénico, elegantes.","Los Aretes Point en acero quirúrgico: diseño lineal y pulido, hipoalergénicos, resistentes al agua y con estilo moderno, seguro y versátil. Elegantes, uso diario.",,,,,,,,,,,,mujer,,"  <p><ul>
    <li><strong>Largo</strong>: 2,2 cm aprox</li>
    <li><strong>Ancho</strong>: 6 mm aprox</li>
    <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,,,,dorado; plateado,aro; caida,,stainless-steel; acero-inoxidable,fine-jewelry,acero-inoxidable,,,,femenino; female,,topitos-de-seguridad-amoure; candongas-swing; candongas-swing-mini; candongas-canal,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR029DOXXW-dorado-aretes-Point-uso.jpg?v=1761858253,g,,,TRUE,,,TRUE,,,active
